"Top Level Domain","U-Label","Translation","Agreement Type","Operator","Agreement Status","Agreement Date","Link"
"car",,,"Base, Non-Sponsored","XYZ.COM LLC","active","22 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/car"
"caravan",,,"Base, Brand (Spec 13), Non-Sponsored","Caravan International, Inc.","active","12 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/caravan"
"cards",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/cards"
"care",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/care"
"career",,,"Base, Non-Sponsored","dotCareer LLC","active","9 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/career"
"careers",,,"Base, Non-Sponsored","Binky Moon, LLC","active","2 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/careers"
"cars",,,"Base, Non-Sponsored","XYZ.COM LLC","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cars"
"cartier",,,"Base, Brand (Spec 13), Non-Sponsored","Richemont DNS Inc.","terminated","23 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/cartier"
"casa",,,"Base, Non-Sponsored","Registry Services, LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/casa"
"case",,,"Base, Non-Sponsored","Digity, LLC","active","3 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/case"
"caseih",,,"Base, Brand (Spec 13), Non-Sponsored","CNH Industrial N.V.","terminated","3 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/caseih"
"cash",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cash"
"casino",,,"Base, Non-Sponsored","Binky Moon, LLC","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/casino"
"cat",,,"Base, Community (Spec 12), Non-Sponsored","Fundació puntCAT","active","8 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/cat"
"catering",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/catering"
"catholic",,,"Base, Community (Spec 12), Non-Sponsored","Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication)","active","21 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/catholic"
"cba",,,"Base, Brand (Spec 13), Non-Sponsored","COMMONWEALTH BANK OF AUSTRALIA","active","26 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cba"
"cbn",,,"Base, Brand (Spec 13), Non-Sponsored","The Christian Broadcasting Network, Inc.","active","22 Aug 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cbn"
"cbre",,,"Base, Brand (Spec 13), Non-Sponsored","CBRE, Inc.","active","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/cbre"
"cbs",,,"Base, Brand (Spec 13), Non-Sponsored","CBS Domains Inc.","terminated","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/cbs"
"ceb",,,"Base, Brand (Spec 13), Non-Sponsored","The Corporate Executive Board Company","terminated","9 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/ceb"
"center",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/center"
"ceo",,,"Base, Non-Sponsored","XYZ.COM LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/ceo"
"cern",,,"Base, Brand (Spec 13), Non-Sponsored","European Organization for Nuclear Research (""CERN"")","active","5 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cern"
"cfa",,,"Base, Brand (Spec 13), Non-Sponsored","CFA Institute","active","28 Aug 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cfa"
"cfd",,,"Base, Non-Sponsored","ShortDot SA","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cfd"
"chanel",,,"Base, Brand (Spec 13), Non-Sponsored","Chanel International B.V.","active","9 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/chanel"
"channel",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","8 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/channel"
"charity",,,"Base, Non-Sponsored","Public Interest Registry","active","11 Apr 2018","http://iti-web-icann-lax-prod/en/registry-agreements/details/charity"
"chase",,,"Base, Brand (Spec 13), Non-Sponsored","JPMorgan Chase Bank, National Association","active","30 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/chase"
"chat",,,"Base, Non-Sponsored","Binky Moon, LLC","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/chat"
"cheap",,,"Base, Non-Sponsored","Binky Moon, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/cheap"
"chintai",,,"Base, Brand (Spec 13), Non-Sponsored","CHINTAI Corporation","active","11 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/chintai"
"chloe",,,"Base, Brand (Spec 13), Non-Sponsored","Richemont DNS Inc.","terminated","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/chloe"
"christmas",,,"Base, Non-Sponsored","XYZ.COM LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/christmas"
"chrome",,,"Base, Brand (Spec 13), Non-Sponsored","Charleston Road Registry Inc.","active","24 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/chrome"
"chrysler",,,"Base, Brand (Spec 13), Non-Sponsored","FCA US LLC.","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/chrysler"
"church",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/church"
"cipriani",,,"Base, Brand (Spec 13), Non-Sponsored","Hotel Cipriani Srl","active","19 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/cipriani"
"circle",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/circle"
"cisco",,,"Base, Brand (Spec 13), Non-Sponsored","Cisco Technology, Inc.","active","22 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cisco"
"citadel",,,"Base, Brand (Spec 13), Non-Sponsored","Citadel Domain LLC","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/citadel"
"citi",,,"Base, Brand (Spec 13), Non-Sponsored","Citigroup Inc.","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/citi"
"citic",,,"Base, Brand (Spec 13), Non-Sponsored","CITIC Group Corporation","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/citic"
"city",,,"Base, Non-Sponsored","Binky Moon, LLC","active","29 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/city"
"cityeats",,,"Base, Non-Sponsored","Lifestyle Domain Holdings, Inc.","terminated","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/cityeats"
"claims",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/claims"
"cleaning",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/cleaning"
"click",,,"Base, Non-Sponsored","Waterford Limited","active","5 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/click"
"clinic",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/clinic"
"clinique",,,"Base, Brand (Spec 13), Non-Sponsored","The Estée Lauder Companies Inc.","active","1 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/clinique"
"clothing",,,"Base, Non-Sponsored","Binky Moon, LLC","active","27 Aug 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/clothing"
"cloud",,,"Base, Non-Sponsored","Aruba PEC S.p.A.","active","16 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/cloud"
"club",,,"Base, Non-Sponsored","Registry Services, LLC","active","8 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/club"
"clubmed",,,"Base, Brand (Spec 13), Non-Sponsored","Club Méditerranée S.A.","active","25 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/clubmed"
"coach",,,"Base, Non-Sponsored","Binky Moon, LLC","active","9 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/coach"
"codes",,,"Base, Non-Sponsored","Binky Moon, LLC","active","31 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/codes"
"coffee",,,"Base, Non-Sponsored","Binky Moon, LLC","active","17 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/coffee"
"college",,,"Base, Non-Sponsored","XYZ.COM LLC","active","16 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/college"
"cologne",,,"Base, Non-Sponsored","dotKoeln GmbH","active","5 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cologne"
"com",,,"Non-Sponsored","VeriSign, Inc.","active","1 Dec 2024","http://iti-web-icann-lax-prod/en/registry-agreements/details/com"
"comcast",,,"Base, Brand (Spec 13), Non-Sponsored","Comcast IP Holdings I, LLC","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/comcast"
"commbank",,,"Base, Brand (Spec 13), Non-Sponsored","COMMONWEALTH BANK OF AUSTRALIA","active","26 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/commbank"
"community",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/community"
"company",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/company"
"compare",,,"Base, Non-Sponsored","Registry Services, LLC","active","8 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/compare"
"computer",,,"Base, Non-Sponsored","Binky Moon, LLC","active","24 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/computer"
"comsec",,,"Base, Non-Sponsored","VeriSign, Inc.","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/comsec"
"condos",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/condos"
"construction",,,"Base, Non-Sponsored","Binky Moon, LLC","active","16 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/construction"
"consulting",,,"Base, Non-Sponsored","Dog Beach, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/consulting"
"contact",,,"Base, Non-Sponsored","Dog Beach, LLC","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/contact"
"contractors",,,"Base, Non-Sponsored","Binky Moon, LLC","active","10 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/contractors"
"cooking",,,"Base, Non-Sponsored","Registry Services, LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/cooking"
"cookingchannel",,,"Base, Brand (Spec 13), Non-Sponsored","Lifestyle Domain Holdings, Inc.","terminated","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/cookingchannel"
"cool",,,"Base, Non-Sponsored","Binky Moon, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/cool"
"coop",,,"Community (Spec 12), Sponsored","DotCooperation LLC","active","1 May 2024","http://iti-web-icann-lax-prod/en/registry-agreements/details/coop"
"corsica",,,"Base, Community (Spec 12), Non-Sponsored","Collectivité de Corse","active","25 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/corsica"
"country",,,"Base, Non-Sponsored","Internet Naming Company LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/country"
"coupon",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/coupon"
"coupons",,,"Base, Non-Sponsored","Binky Moon, LLC","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/coupons"
"courses",,,"Base, Non-Sponsored","Registry Services, LLC","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/courses"
"cpa",,,"Base, Non-Sponsored","American Institute of Certified Public Accountants","active","11 Jun 2019","http://iti-web-icann-lax-prod/en/registry-agreements/details/cpa"
"credit",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/credit"
"creditcard",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/creditcard"
"creditunion",,,"Base, Non-Sponsored","DotCooperation LLC","active","22 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/creditunion"
"cricket",,,"Base, Non-Sponsored","dot Cricket Limited","active","9 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cricket"
"crown",,,"Base, Brand (Spec 13), Non-Sponsored","Crown Equipment Corporation","active","24 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/crown"
"crs",,,"Base, Non-Sponsored","Federated Co-operatives Limited","active","3 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/crs"
"cruise",,,"Base, Non-Sponsored","Viking River Cruises (Bermuda) Ltd.","active","10 Dec 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/cruise"
"cruises",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/cruises"
"csc",,,"Base, Brand (Spec 13), Non-Sponsored","Alliance-One Services, Inc.","terminated","25 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/csc"
"cuisinella",,,"Base, Brand (Spec 13), Non-Sponsored","SCHMIDT GROUPE S.A.S.","active","3 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cuisinella"
"cymru",,,"Base, Non-Sponsored","Nominet UK","active","8 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/cymru"
"cyou",,,"Base, Non-Sponsored","ShortDot SA","active","22 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/cyou"
"dabur",,,"Base, Brand (Spec 13), Non-Sponsored","Dabur India Limited","terminated","6 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/dabur"
"dad",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/dad"
"dance",,,"Base, Non-Sponsored","Dog Beach, LLC","active","24 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/dance"
"data",,,"Base, Non-Sponsored","Dish DBS Corporation","active","2 Jun 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/data"
"date",,,"Base, Non-Sponsored","dot Date Limited","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/date"
"dating",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/dating"
"datsun",,,"Base, Brand (Spec 13), Non-Sponsored","NISSAN MOTOR CO., LTD.","active","27 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/datsun"
"day",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","30 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/day"
"dclk",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/dclk"
"dds",,,"Base, Non-Sponsored","Registry Services, LLC","active","7 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/dds"
"deal",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","25 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/deal"
"dealer",,,"Base, Non-Sponsored","Intercap Registry Inc.","active","22 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/dealer"
"deals",,,"Base, Non-Sponsored","Binky Moon, LLC","active","22 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/deals"
"degree",,,"Base, Non-Sponsored","Dog Beach, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/degree"
"delivery",,,"Base, Non-Sponsored","Binky Moon, LLC","active","11 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/delivery"
